title,author,publisher,library,image_url
"세컨드 브레인은 옵시디언 : 기록광을 위한 기적의 정리 도구, 마크다운, 플러그인, AI 활용까지 한 권으로 익히기 (feat. PARA, 제텔카스텐)",시안 저,골든래빗,종로구 전자도서관 (API),
소셜 비헤이비어 : 온라인과 오프라인의 하이브리드 시대를 위한 브랜딩 안내서,"김성준,홍현경 저",웨일북,종로구 전자도서관 (API),
술병 너머의 사랑 : 알아넌에 간 술꾼의 아내,햇살 저,미리내 명상책방,종로구 전자도서관 (API),
숨겨진 건 죽음,앤서니 호로위츠 저/이은선 역,열린책들,종로구 전자도서관 (API),
스릴 너머,도준우 저,글항아리,종로구 전자도서관 (API),
스스로 해내는 아이의 비밀 : 스탠퍼드대 박사 엄마의 뇌과학 컨설팅,김보경 저,제이포럼,종로구 전자도서관 (API),
스페어 : 예비용 왕자에서 내 삶의 주체가 되기까지,해리 왕자 저/김광수 역,오픈도어북스,종로구 전자도서관 (API),
스푸트니크의 연인 : 무라카미 하루키 연애소설 3부작의 완결편!,무라카미 하루키 저/임홍빈 역,문학사상,종로구 전자도서관 (API),
슬픔의 해부학 : 죽음이 닥치기 전에 배워야 할 슬픔 : 하버드 의대에서 뇌를 연구한 심리학자가 알려주는 상실 회복법,도로시 P. 홀링거 저/문선진 역,인라우드,종로구 전자도서관 (API),
"시골, 여자, 축구 : 슛 한 번에 온 마을이 들썩거리는 화제의 여자 축구 이야기",노해원 저,흐름출판,종로구 전자도서관 (API),
실전 추세 투자법 : 상승장 하락장 모두 통하는 1% 매매 전략,고지로 강사 저/박명진 역/최성민 감수,한국경제신문,종로구 전자도서관 (API),
쓰게 될 것,최진영 저,안온북스,종로구 전자도서관 (API),
아무도 가르쳐주지 않는 주식 자동매매,송동현 저,헤리티지,종로구 전자도서관 (API),
"아무튼, SF 게임 : 건너편의 세계로 오신 것을 환영합니다",김초엽 저,위고,종로구 전자도서관 (API),
"아무튼, 디지몬 : 길고도 매우 짧은 여름방학이 시작되었다",천선란 저,위고,종로구 전자도서관 (API),
"아무튼, 미드 : EVERYBODY LIES",손보미 저,제철소,종로구 전자도서관 (API),
"아무튼, 영양제 : 영양제 먹었니?",오지은 저,위고,종로구 전자도서관 (API),
아이가 없는 집,알렉스 안도릴 저/유혜인 역,필름,종로구 전자도서관 (API),
"아이를 무너트리는 말, 아이를 일으켜 세우는 말 : 상처 받기 쉬운 아이의 마음을 지키는 대화법 70가지",고도칸 저/한귀숙 역/이은경 감수,21세기북스,종로구 전자도서관 (API),
아홉 명의 목숨,피터 스완슨 저/노진선 역,문학동네,종로구 전자도서관 (API),
안드로메다의 고양이,슈카와 미나토 저/한수진 역,소미북스,종로구 전자도서관 (API),
알고 보니 다 화학이었어 : 주기율표는 몰라도 화학자처럼 세상을 볼 수 있는 화학책,"누노 마울리데,탄야 트락슬러 저/이덕임 역",북라이프,종로구 전자도서관 (API),
알려지지 않은 밤과 하루 (개정판),배수아 저,자음과모음,종로구 전자도서관 (API),
알아두면 쓸 데 있는 新 잡학상식 2 : 이 세상 모든 것들에 대한 가장 기상천외한 잡학사전,매튜 카터 저/오지현 역,온스토리,종로구 전자도서관 (API),
애플에서는 단순하게 일합니다,박지수 저,알에이치코리아(RHK),종로구 전자도서관 (API),
어둠의 심장,조지프 콘래드 저/황유원 역,휴머니스트,종로구 전자도서관 (API),
"엑스트로피, 기술은 어떻게 비즈니스를 바꾸는가 : 포스트 AI 시대를 준비하는 미래 시나리오",김상윤 저,비즈니스북스,종로구 전자도서관 (API),
엘리베이터를 타고 우주로 나가 볼까?,정윤선 글/이유민 그림,자음과모음,종로구 전자도서관 (API),
여기서 울지 마세요,김홍 저,문학동네,종로구 전자도서관 (API),
여백의 미,정태천 저,디피아이코리아,종로구 전자도서관 (API),
역사를 보다,"박현도,곽민수,강인욱,허준 저",믹스커피,종로구 전자도서관 (API),
열다섯에 곰이라니,추정경 저,다산책방,종로구 전자도서관 (API),
열다섯에 곰이라니 2,추정경 저,다산책방,종로구 전자도서관 (API),
영어로 가는 결정적 순간들,김영신  저,작가와,종로구 전자도서관 (API),
영희와 제임스,강화길 저,위즈덤하우스,종로구 전자도서관 (API),
오늘도 나는 집으로 간다,나태주 저,열림원,종로구 전자도서관 (API),
오컬트 3부작 : 장재현 각본집,장재현 저,유선사,종로구 전자도서관 (API),
오케이 다시 한번 해볼게요,박여름 저,히읏,종로구 전자도서관 (API),
"와다다곰, 귀여움이 오늘을 구해줄 거야 : 오늘 하루가 행복한 와다다곰의 순간들",띵똥 저,웨일북,종로구 전자도서관 (API),
왜 너는 편하게 살고자 하는가,프리드리히 니체 저/김요한 역,떠오름,종로구 전자도서관 (API),
왜 당신은 다른 사람을 위해 살고 있는가,고윤(페이서스코리아) 저,딥앤와이드,종로구 전자도서관 (API),
우리는 이어져 있다고 믿어 : 문학동네시인선 219,손미 저,문학동네,종로구 전자도서관 (API),
우리를 세상의 끝으로 : 문학동네시인선 200,한정원 등저,문학동네,종로구 전자도서관 (API),
우리말 궁합 사전 : 모르면 틀리는 한국어 단짝 표현 100,여규병 저,유유,종로구 전자도서관 (API),
우리말 표현 사전,조항범 저,태학사,종로구 전자도서관 (API),
우연은 비켜 가지 않는다,줄리언 반스 저/정영목 역,다산책방,종로구 전자도서관 (API),
원예학 용어 사전 : 초보자를 위한 알기 쉬운 용어 설명,기본용어사전 AI  저,작가와,종로구 전자도서관 (API),
유전자는 혼자 진화하지 않는다 : 인류의 삶을 뒤바꾼 공진화의 힘,"피터 J. 리처슨,로버트 보이드 저/김준홍 역",을유문화사,종로구 전자도서관 (API),
이스라엘에 대한 열 가지 신화 : 유대인 역사학자의 통렬한 이스라엘 비판서,일란 파페(Ilan Pappe) 저/백선 역/이희수 감수,틈새책방,종로구 전자도서관 (API),
이제서야 이해되는 반야심경 : 단숨에 읽히고 즐겁게 깨치는 원영 스님의 반야심경,원영 저,불광출판사,종로구 전자도서관 (API),
이중 하나는 거짓말,김애란 저,문학동네,종로구 전자도서관 (API),
이처럼 사소한 것들,클레어 키건 저/홍한별 역,다산책방,종로구 전자도서관 (API),
이토록 다정한 개인주의자 : 더불어 사는 삶을 위한 최소한의 도덕,함규진 저,유노책주,종로구 전자도서관 (API),
"인간이 되다 : 인간의 코딩 오류, 경이로운 문명을 만들다",루이스 다트넬 저/이충호 역,흐름출판,종로구 전자도서관 (API),
"인생 처음 세계사 수업 : 메소포타미아 문명부터 브렉시트까지, 하룻밤에 읽는 교양 세계사",톰 헤드 저/이선주 역,현대지성,종로구 전자도서관 (API),
인생 처음 철학 수업 : 소크라테스부터 니체까지 지적 어른을 위한 최소한의 철학 지식,폴 클라인먼 저/이세진 역,현대지성,종로구 전자도서관 (API),
일할 사람이 사라진다,이철희 저,위즈덤하우스,종로구 전자도서관 (API),
읽자마자 이해되는 열역학 교과서,이광조 저,보누스,종로구 전자도서관 (API),
임신 출산 미리보기 : 산부인과 의사가 알려 주는 초보 임신부 시간표,이재일 저,유노라이프,종로구 전자도서관 (API),
임포스터 심리학 : 자신을 과소평가하는 사람들을 위한 자신감 회복 훈련,질 스토다드 저/이은경 역,21세기북스,종로구 전자도서관 (API),
자기주관으로 나의 언어를 만들어라,요시타니 고로 저/정지영 역,시옷책방,종로구 전자도서관 (API),
자연스러운 포즈 드로잉 : 360° 모든 방향에서 그리는 인체의 도형화 그리고 해부학까지,소은 박경선 저,동양북스(동양books),종로구 전자도서관 (API),
저는 내년에도 사랑스러울 예정입니다 : 문학동네시인선 205,변윤제 저,문학동네,종로구 전자도서관 (API),
저는 브랜딩을 하는 사람입니다,허준 저,필름,종로구 전자도서관 (API),
적게 일하고 많이 버는 AI 워커스 : 생성형 AI를 주무르는 최상위 일잘러들의 커리어 생존 전략,"김덕진,김아람 저",21세기북스,종로구 전자도서관 (API),
전설의 프로 트레이더 빅,"빅터 스페란데오,설리번 브라운 저/이건 역",액티브,종로구 전자도서관 (API),
전지적 루이&후이 시점,"송영관 저/송영관,류정훈(에버랜드 커뮤니케이션 그룹) 사진",위즈덤하우스,종로구 전자도서관 (API),
점거당한 집,최수진 저,사계절,종로구 전자도서관 (API),
제임스 앨런 운의 법칙 : 내면의 힘이 운의 크기를 결정한다,"제임스 앨런 저/박은영,이미숙 역",21세기북스,종로구 전자도서관 (API),
제임스 앨런 원인과 결과의 법칙 : 사람은 생각하는 대로 살게 된다,제임스 앨런 저/박선영 역,21세기북스,종로구 전자도서관 (API),
제철 행복 : 가장 알맞은 시절에 건네는 스물네 번의 다정한 안부,김신지 저,인플루엔셜,종로구 전자도서관 (API),
"좋은 경제학 나쁜 경제학 : 노벨상 경제학자가 바라본 미국, 그리고 기회와 불평등","앵거스 디턴 저/안현실,정성철 역",한국경제신문,종로구 전자도서관 (API),
"죽음, 이토록 눈부시고 황홀한",레이먼드 무디 저/배효진 역,서스테인,종로구 전자도서관 (API),
즐거운 어른,이옥선 저,이야기장수,종로구 전자도서관 (API),
"증오의 시대, 광기의 사랑",플로리안 일리스 저/한경희 역,문학동네,종로구 전자도서관 (API),
지지 않는 달,하타노 도모미 저/김영주 역,문학동네,종로구 전자도서관 (API),
진창과 별,인아영 저,문학동네,종로구 전자도서관 (API),
진화 생물학 용어 사전 : 초보자를 위한 알기 쉬운 용어 설명,기본용어사전 AI  저,작가와,종로구 전자도서관 (API),
집 계약은 처음입니다만 : 부동산 계약 초보들을 위한 전월세 사기 예방 가이드,"신중권,정우현 저/ 유병진 감수",이덴슬리벨(EAT&SLEEPWELL),종로구 전자도서관 (API),
챗GPT 프롬프트 120% 질문 기술,ChatGPT 비즈니스 연구회 저/김모세 역,정보문화사,종로구 전자도서관 (API),
챗봇 2025 트렌드&활용백과 : 챗봇 네이티브 시대를 미리 준비하는 최고급 코스!,"김덕진,서승완 저",스마트북스,종로구 전자도서관 (API),
천사가 날 대신해,"김명순,박민정 저",작가정신,종로구 전자도서관 (API),
첫사랑의 침공,권혁일 저,안전가옥,종로구 전자도서관 (API),
출근길 지하철,"박경석,정창조 저",위즈덤하우스,종로구 전자도서관 (API),
친애하는 동무들,노은희 저,교유서가,종로구 전자도서관 (API),
컬러의 세계,찰스 브라메스코 저/최윤영 역,오브제,종로구 전자도서관 (API),
콰이강의 다리 위에 조선인이 있었네 : 역사에 연루된 나와 당신의 이야기,조형근 저,한겨레출판,종로구 전자도서관 (API),
태화루,김강수 저,유페이퍼,종로구 전자도서관 (API),
테라폼 쿡북 : 클라우드 운영에 필수적인 테라폼 설치부터 고급 사용 방법까지,미카엘 크리프 저/강진우 역,영진닷컴,종로구 전자도서관 (API),
테슬라 폭발적 성장 시나리오 : AI·로봇·에너지 다 가진 유일한 기업,"강정수,김이라,이현정 저",더스퀘어,종로구 전자도서관 (API),
트렌드 코리아 2025,"김난도,전미영,최지혜,권정윤,한다혜,이혜원,이준영,이향은,추예린,전다현 저",미래의창,종로구 전자도서관 (API),
파이썬 플러스,최희식 저,인피니티북스,종로구 전자도서관 (API),
패신저,코맥 매카시 저/정영목 역,문학동네,종로구 전자도서관 (API),
페넬로피아드,마거릿 애트우드 저/김진준 역,문학동네,종로구 전자도서관 (API),
폭염 살인 : 폭주하는 더위는 어떻게 우리의 삶을 파괴하는가,제프 구델 저/왕수민 역,웅진지식하우스,종로구 전자도서관 (API),
풍경의 안쪽,노중훈 저,상상출판,종로구 전자도서관 (API),
프루스트가 우리의 삶을 바꾸는 방법들,알랭 드 보통 저/박중서 역,청미래,종로구 전자도서관 (API),
하나뿐인 너랑 : 발달장애를 가진 하랑이를 통해 인생의 희노애락을 배워가는 엄마의 이야기,박보름 저,솔앤유,종로구 전자도서관 (API),
하루 심리 공부,신고은 저,유유,종로구 전자도서관 (API),
하루 하나 클래식 100 : 나의 아침에 음악을 초대하는 일,"안일구,김소라,박지혁,유정우,조민석,데얀 가브리츠 저",문예춘추사,종로구 전자도서관 (API),
한국인의 탄생 : 한국사를 넘어선 한국인의 역사,홍대선 저,메디치미디어,종로구 전자도서관 (API),
해독 혁명,닥터 라이블리(최지영) 저,웅진지식하우스,종로구 전자도서관 (API),
해변의 카프카 1 : 하루키 스타일을 오롯이 살린 전면 개정판!,무라카미 하루키 저/김춘미 역,문학사상,종로구 전자도서관 (API),
해변의 카프카 2 : 하루키 최고의 정신분석학적 매직 리얼리즘!,무라카미 하루키 저/김춘미 역,문학사상,종로구 전자도서관 (API),
행복의 기원(10주년 기념 개정판) : 인간의 행복은 어디서 오는가,서은국 저,21세기북스,종로구 전자도서관 (API),
현명한 사람은 삶의 무게를 분산한다 : 휘청이는 삶을 다잡아 주는 공자와 장자의 지혜,제갈건 저,클랩북스,종로구 전자도서관 (API),
"호감의 시작 : 관계, 일, 인생이 풀리는 매력의 법칙",희렌최 저,북로망스,종로구 전자도서관 (API),
"호러, 이 좋은 걸 이제 알았다니",남유하 저,구픽,종로구 전자도서관 (API),
호흡하는 법 : 숨만 제대로 쉬어도 건강하다,조지 캐틀린 저/원성완 역,유유,종로구 전자도서관 (API),
홀썸의 집밥 예찬,홀썸모먼트 저,다산라이프,종로구 전자도서관 (API),
홍춘욱의 최소한의 경제 토픽 : 달라진 세계를 이해하는 21세기 경제사 수업,홍춘욱 저,리더스북,종로구 전자도서관 (API),
화가가 사랑한 와인 : 와인잔에 담긴 미술관,이지희 저,더블북,종로구 전자도서관 (API),
화이트 러시,히가시노 게이고 저/민경욱 역,소미북스,종로구 전자도서관 (API),
회복하는 인간,한강 저/전승희 역,아시아,종로구 전자도서관 (API),
후린의 아이들 : THE CHILDREN OF HURIN,존 로널드 루엘 톨킨 저/크리스토퍼 톨킨 편/앨런 리 그림/김보원 역,arte(아르테),종로구 전자도서관 (API),
희랍어 시간,한강 저,문학동네,종로구 전자도서관 (API),
가족을 끊어내기로 했다 : 내 발목을 잡는 가족에게서 벗어나 죄책감과 수치심에 맞서는 심리학,셰리 캠벨 저제효영 역,심심,종로구 전자도서관 (API),
거실육아 : 엄마가 만드는 최초의 학군지,임가은 저,멀리깊이,종로구 전자도서관 (API),
걱정 중독,롤란드 파울센 저/배명자 역,복복서가,종로구 전자도서관 (API),
건너가는 자 : 익숙함에서 탁월함으로 얽매임에서 벗어남으로,최진석 저,쌤앤파커스,종로구 전자도서관 (API),
"결국, 오프라인 : 경험하고, 공감하고 관계 맺는 ‘공간’의 힘",최원석 저,디자인하우스,종로구 전자도서관 (API),
구글 임원에서 실리콘밸리 알바생이 되었습니다,정김경숙(로이스 김) 저,위즈덤하우스,종로구 전자도서관 (API),
그럼에도 육아,정지우 저,한겨레출판,종로구 전자도서관 (API),
끝나지 않은 일,비비언 고닉 저/김선형 역,글항아리,종로구 전자도서관 (API),
나 잡으려고 텔레그램 가입했어?,원은지 저,얼룩소,종로구 전자도서관 (API),
나의 돈키호테,김호연 저,나무옆의자,종로구 전자도서관 (API),
나의 채식 테이블,정고메(정혜성) 저,비타북스(VITABOOKS),종로구 전자도서관 (API),
내 남편,모드 방튀라 저/이세욱 역,열린책들,종로구 전자도서관 (API),
내가 행복해지는데 얼마나 많은 사람이 필요할까? : How many people I made happy so far?,서혜석 저,e퍼플,종로구 전자도서관 (API),
"네 인생에 클래식이 있길 바래 : 모차르트, 베토벤, 쇼팽 우리가 사랑한 작곡가와 음표로 띄운 37통의 편",조현영 저,현대지성,종로구 전자도서관 (API),
"다이어트는 과학이다 : 영양, 호르몬, 식단, 운동, 건강에 대한 모든 것",채찍단 저,북스고,종로구 전자도서관 (API),
다정하지만 만만하지 않습니다,정문정 저,문학동네,종로구 전자도서관 (API),
당신의 인생에서 꼭 한번은 맹자를 만나라 : 단 한 문장으로 전해지는 맹자의 위대한 처세술,판덩 저/김가경 역,이든서재,종로구 전자도서관 (API),
동네 바이브 : 시를 친구 삼아 떠나는 즐겁고 다정한 여행기,김은지 저,안온북스,종로구 전자도서관 (API),
두 사람의 인터내셔널,김기태 저,문학동네,종로구 전자도서관 (API),
레벨 업 강한 커리어 : 한국 최대 헤드헌팅회사 커리어케어 대표가 알려주는 커리어 근육 단련법,신현만 저,세이코리아,종로구 전자도서관 (API),
물리학자는 두뇌를 믿지 않는다,브라이언 키팅 저/이한음 역/마크 에드워즈 그림,다산초당,종로구 전자도서관 (API),
미 비포 유,조조 모예스 저/김선형 역,다산책방,종로구 전자도서관 (API),
미술관을 빌려드립니다 : 북유럽,손봉기 저,더블북,종로구 전자도서관 (API),
반도체 투자의 원칙 : 성공적인 반도체 투자로 이끄는 산업의 이해와 투자 포인트,우황제 저,경이로움,종로구 전자도서관 (API),
부산미각,"최진아,김명구,김경아 등저",문학동네,종로구 전자도서관 (API),
"붐뱁, 잉글리시, 트랩",김준녕 저,네오픽션,종로구 전자도서관 (API),
빨모쌤의 라이브 영어회화,신용하(빨간모자쌤) 저,웅진지식하우스,종로구 전자도서관 (API),
사랑받기보다 차라리 두려운 존재가 되라 : 세상에서 가장 위험한 인생철학 '군주론',이남훈 저,더스퀘어,종로구 전자도서관 (API),
사에즈리 도서관의 와루츠 씨 : 코교쿠 이즈키 장편소설,쿄교쿠 이즈키 저/김진환 역,알토북스,종로구 전자도서관 (API),
세상에서 가장 알기 쉬운 근육연결도감,키마타 료 저/장하나 역,중앙북스(books),종로구 전자도서관 (API),
소셜애니멀,데이비드 브룩스 저/이경식 역,웅진지식하우스,종로구 전자도서관 (API),
수학자의 생각법,마커스 드 사토이 저/김종명 역,북라이프,종로구 전자도서관 (API),
슬기롭게 써먹는 화학 치트키 : 교과서와 연계되는 생활 속 과학 실험,천페이딩 저/양장쥔 그림/유연지 역,미디어숲,종로구 전자도서관 (API),
슬픔에 이름 붙이기,존 케닉 저/황유원 역,윌북(willbook),종로구 전자도서관 (API),
식물에 관한 오해,이소영 저,위즈덤하우스,종로구 전자도서관 (API),
"아무튼, 헌책 : 책에 남은 흔적들의 우주",오경철 저,제철소,종로구 전자도서관 (API),
아주 작은 대화의 기술 : 힘들이지 않고 사람의 마음을 얻는 80가지 인간관계의 기술,레일 라운즈 저/ 정지현 역,현대지성,종로구 전자도서관 (API),
엄마의 말 그릇 : 비울수록 사랑을 더 채우는,김윤나 저,카시오페아,종로구 전자도서관 (API),
영어를 네이티브처럼 말하고 쓰는 법 : 원어민처럼 자연스러운 영어에는 원리가 있다!,최정숙 저,동양북스(동양books),종로구 전자도서관 (API),
예측투자,"마이클 모부신,알프레드 레퍼포트 저/김민영 역",부크온,종로구 전자도서관 (API),
오늘도 나에게 칭찬 스티커를 붙여주었습니다,임연두 저,유페이퍼,종로구 전자도서관 (API),
"오십, 나는 재미있게 살기로 했다",이서원 저,나무사이,종로구 전자도서관 (API),
완벽에 관하여 : 훌륭한 것을 만들어내는 일에 대한 뉴욕 목수의 이야기,마크 엘리슨 저/정은미 역,북스톤,종로구 전자도서관 (API),
"요즘 AI 페어 프로그래밍 : AI 시대에 개발자로 살아남는 29가지 LLM 프롬프트 엔지니어링 with 깃허브 코파일럿, 클로드, 챗GPT",서지연 저,골든래빗,종로구 전자도서관 (API),
용닥터의 탈모 혁명 : 현직 탈모 의사가 알려주는 효과 200% 두피·모발 관리법,김용빈 저,21세기북스,종로구 전자도서관 (API),
용의자들,정해연 저,위즈덤하우스,종로구 전자도서관 (API),
우리의 활보는 사치가 아니야,김지우 저,휴머니스트,종로구 전자도서관 (API),
워킹맘도 할 수 있는 책육아 꿀팁 A to Z : 옆집 언니가 쉽게 알려주는 책육아 핵심 Point,슈퍼엄마람쥐 저,작가와,종로구 전자도서관 (API),
원도,최진영 저,한겨레출판,종로구 전자도서관 (API),
이동 평균선 투자법,고지로 강사 저/김정환 역,이레미디어,종로구 전자도서관 (API),
이번 한 번은 살려드립니다,엘 코시마노 저/김효정 역,인플루엔셜,종로구 전자도서관 (API),
"인생의 괴로움과 깨달음 : 미처 몰랐던 불교, 알고 싶었던 붓다",강성용 저,불광출판사,종로구 전자도서관 (API),
인성에 비해 잘 풀린 사람,"남궁인,손원평,이정연,임현석,정아은,천현우,최유안,한은형 저",문학동네,종로구 전자도서관 (API),
일류의 조건,사이토 다카시 저/정현 역,필름,종로구 전자도서관 (API),
입시의 심리학 :  내 아이는 왜 원하는 대학에 가지 못 했을까,이상목 저,얼룩소,종로구 전자도서관 (API),
자살하는 대한민국 : 우리가 선택한 파국과 소멸의 사회경제학,김현성 저,사이드웨이,종로구 전자도서관 (API),
"작은 카페 큰 꿈, 북콘서트를 열다 : 작가가 줄 서는 작은 카페 성공 비결",현혜선 저,작가와,종로구 전자도서관 (API),
직업으로서의 정치·직업으로서의 학문,막스 베버 저/박문재 역,현대지성,종로구 전자도서관 (API),
진짜 노동,데니스 뇌르마르크 저손화수 역,자음과모음,종로구 전자도서관 (API),
최초의 소설 시누헤 이야기,유성환 역,휴머니스트,종로구 전자도서관 (API),
타인들,박경리 저,다산책방,종로구 전자도서관 (API),
탄수화물과 헤어질 결심 : 나를 붕괴시키는 탄수화물 중독,"에베 코지 저/박중환,신유희 역",세이버스,종로구 전자도서관 (API),
파시,박경리 저,다산책방,종로구 전자도서관 (API),
퐁 카페의 마음 배달 고양이,시메노 나기 저/박정임 역,다산북스,종로구 전자도서관 (API),
프로젝트 설계자 : 옥스퍼드대 교수가 전하는 프로젝트 성공의 법칙,"벤트 플루비야,댄 가드너 저/ 박영준 역",한국경제신문,종로구 전자도서관 (API),
하필 책이 좋아서 : 책을 지나치게 사랑해 직업으로 삼은 자들의 문득 마음이 반짝하는 이야기,"김동신,신연선 ,정세랑 저",북노마드,종로구 전자도서관 (API),
2024 제15회 젊은작가상 수상작품집,"김멜라,공현진,김기태,김남숙,김지연,성해나,전지영 저",문학동네,종로구 전자도서관 (API),
I의 비극,요네자와 호노부 저/문승준 역,내친구의서재,종로구 전자도서관 (API),
갈아 만든 천국,심너울 저,래빗홀,종로구 전자도서관 (API),
강신주의 장자수업 1 : 밀쳐진 삶을 위한 찬가,강신주 저,EBS BOOKS,종로구 전자도서관 (API),
강신주의 장자수업 2 : 밀쳐진 삶을 위한 찬가,강신주 저,EBS BOOKS,종로구 전자도서관 (API),
고통 구경하는 사회 : 우리는 왜 불행과 재난에서 눈을 떼지 못하는가,김인정 저,웨일북,종로구 전자도서관 (API),
그렇게 아버지가 된다,"고레에다 히로카즈,사노 아키라 저/이영미 역",알에이치코리아(RHK),종로구 전자도서관 (API),
그림 없는 그림책 : 문학동네시인선 207,남지은 저,문학동네,종로구 전자도서관 (API),
김미경의 마흔 수업 확장판 : 이미 늦었다고 생각하는 당신을 위한,김미경 저,어웨이크북스,종로구 전자도서관 (API),
꿈속에서 우는 사람,장석주 저,문학동네,종로구 전자도서관 (API),
"나, 블루칼라 여자",박정연 저/황지현 사진,한겨레출판,종로구 전자도서관 (API),
나는 무인 매장으로 퇴사합니다,용선영 저,국일미디어,종로구 전자도서관 (API),
나는 읽고 쓰고 버린다,손웅정 저,난다,종로구 전자도서관 (API),
나쁜 책,김유태 저,글항아리,종로구 전자도서관 (API),
나이 들면 ADHD와 헤어질 줄 알았다,캐슬린 네이도 저/장혜인 역,위즈덤하우스,종로구 전자도서관 (API),
남겨진 것들의 기록 : 유품정리사가 써 내려간 떠난 이들의 뒷모습,"김새별,전애원 저",청림출판,종로구 전자도서관 (API),
내가 생각한 인생이 아니야,류시화 저,수오서재,종로구 전자도서관 (API),
네임 스티커 : 문학동네청소년 069,황보나 저,문학동네,종로구 전자도서관 (API),
다 하지 못한 말,임경선 저,토스트,종로구 전자도서관 (API),
도서관에는 사람이 없는 편이 좋다 : 처음 듣는 이야기,우치다 다쓰루 저/박동섭 역,유유,종로구 전자도서관 (API),
듣기 좋은 말 하기 싫은 말 : 더 나은 어른이 되기 위한 기록,임진아 저,뉘앙스(NUANCE),종로구 전자도서관 (API),
물질의 세계 : 6가지 물질이 그려내는 인류 문명의 대서사시,에드 콘웨이 저/이종인 역,인플루엔셜,종로구 전자도서관 (API),
미루는 습관을 이기는 힘 : 당신의 뇌를 리셋하고 목표를 달성하는 법,줄리아 라베이 저/김문주 역,알에이치코리아(RHK),종로구 전자도서관 (API),
벌거벗은 정신력,요한 하리 저/김문주 역,쌤앤파커스,종로구 전자도서관 (API),
벌거벗은 한국사 : 조선편 : 500년 역사가 눈앞에 펼쳐지는 스토리텔링 조선사,tvN STORY 〈벌거벗은 한국사〉 제작팀 저,프런트페이지,종로구 전자도서관 (API),
법구경 마음공부 : 걱정 많은 삶을 평온하게 바꾸는 법,정운 저,유노책주,종로구 전자도서관 (API),
보편의 단어 : 당신의 삶을 떠받치고 당신을 살아가게 하는,이기주 저,말글터,종로구 전자도서관 (API),
사람을 안다는 것,데이비드 브룩스 저/이경식 역,웅진지식하우스,종로구 전자도서관 (API),
사랑이 죽었는지 가서 보고 오렴 : 문학동네시인선 209,박연준 저,문학동네,종로구 전자도서관 (API),
샤이닝,욘 포세 저/손화수 역,문학동네,종로구 전자도서관 (API),
세스 매트리얼 : 지식 너머의 진실,제인 로버츠 저/매건 김 역,터닝페이지,종로구 전자도서관 (API),
숲닛츠의 따뜻한 손뜨개 니트 : 초보 니터도 쉽게 따라 할 수 있는 대바늘 뜨개 25,최귀염 저,책밥,종로구 전자도서관 (API),
쉽게 배우는 내 운명의 별자리 : 혜안파 별자리 자미두수,박은영 저,좋은땅,종로구 전자도서관 (API),
스타벅스 일기,권남희 저,한겨레출판,종로구 전자도서관 (API),
"아무튼, 집 : 그러나 여전히 가끔은 울 것 같은 마음으로",김미리 저,코난북스,종로구 전자도서관 (API),
어느 날 피해자가 되었습니다 :  진주 편의점 폭행 사건 일지,온지구 저,얼룩소,종로구 전자도서관 (API),
"어머님, 의대생은 초등 6년을 이렇게 보냅니다 : 전교 1등 의대생이 알려 주는 최고의 공부법과 최상의 자기관리법",임민찬 저,카시오페아,종로구 전자도서관 (API),
어쩌면 ADHD 때문일지도 몰라,안주연 저,EBS BOOKS,종로구 전자도서관 (API),
엄마들에게 들려주고 싶은 자존감 회복 이야기 : 마음 근력이 답이다,스마일 엘린 저,작가와,종로구 전자도서관 (API),
요즘 역사 : 당신에게 가장 가까운,황현필 저,역바연,종로구 전자도서관 (API),
우리가 작별 인사를 할 때마다,마거릿 렌클 저/빌리 렌클 그림/최정수 역,을유문화사,종로구 전자도서관 (API),
유튜브보다 10배 쉬운 숏폼으로 억대 연봉 벌기,선가이드 저,메이트북스,종로구 전자도서관 (API),
이 지랄맞음이 쌓여 축제가 되겠지,조승리 저,달,종로구 전자도서관 (API),
이스라엘의 가자 학살,질베르 아슈카르 저/팔레스타인 평화 연대 역,리시올,종로구 전자도서관 (API),
"이주, 국가를 선택하는 사람들 : 이주는 빈곤, 기후위기, 고령화사회의 해법인가, 재앙인가",헤인 데 하스 저/김희주 역,세종서적,종로구 전자도서관 (API),
이태리 할머니 파스타 : 논나들이 물려주는 이탈리아 가정식 비법 요리,비키 베니슨 저/김현희 역,클,종로구 전자도서관 (API),
이토록 귀찮은 글쓰기,위근우 저,시대의창,종로구 전자도서관 (API),
"인구 감소, 부의 대전환 : 인구경제학이 찾아낸 미래 비즈니스 모델 총정리",전영수 저,21세기북스,종로구 전자도서관 (API),
인테리어 셀프 실전 교과서 : 인테리어 업체에 기죽지 않는 건축주를 위한 설계·계약·시공·자재·마감 공정별 인테리어 실전 가이드,점효 저/신병민 감수,보누스,종로구 전자도서관 (API),
일을 잘 맡기는 기술  : 일 잘하는 리더보다 일 잘 맡기는 리더가 되라,모리야 도모타카 저/정지영 역,센시오,종로구 전자도서관 (API),
지금도 책에서만 얻을 수 있는 것 : 사람들이 읽기를 싫어한다는 착각,김지원 저,유유,종로구 전자도서관 (API),
쫄지 마! 교직 생활,류재연 저,얼룩소,종로구 전자도서관 (API),
찌그러져도 동그라미입니다,김창완 저,웅진지식하우스,종로구 전자도서관 (API),
