title,author,publisher,library,provider,platform,image_url,isbn,goods_id
태어나서 죄송합니다,전안나,가디언,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108784469/M,,108784469
투자하려면 경제신문,이수정(크리스탈),라온북,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108737388/M,,108737388
파이어 FIRE,강환국,페이지2,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108737393/M,,108737393
지리의 힘 2,팀 마샬,사이,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108785231/M,,108785231
누구에게도 상처받을 필요는 없다,지민석,스튜디오오드리,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/109040315/M,,109040315
알기 쉬운 조명 교과서,김대욱,에이콘출판사,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108725670/M,,108725670
왜 아플까,벤자민 빅먼,북드림,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108736351/M,,108736351
로봇 벌 알파,이귤희  글,그린애플,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108930598/M,,108930598
우울할 땐 돈 공부,조성준,경영정신,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108611350/M,,108611350
나답게 일한다는 것,최명화,인플루엔셜,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108621259/M,,108621259
세력주 매매 공식,와조스키,경향비피,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108702772/M,,108702772
"더 로컬 - 장수, 고창, 군산, 임실",안은금주,무블출판사,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108819289/M,,108819289
미래 에너지 쫌 아는 10대,이필렬 글,풀빛,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108926694/M,,108926694
90일 밤의 미술관 : 이탈리아,"김덕선,김성희,유재선,이영은 공저",동양북스(동양books),강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108786438/M,,108786438
고구마유,사이다 글그림,반달,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/116626995/M,,116626995
도파민네이션,애나 렘키,흐름출판,강서구 전자도서관,YES24,YES24,https://image.yes24.com/goods/108787089/M,,108787089
