title,author,publisher,library,platform,provider,image_url,isbn
영혼 없는 작가,다와다 요코,엘리,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801191247566/L4801191247566.jpg,
장미 속의 뱀,온다 리쿠,반타,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194979068/L4801194979068.jpg,
24세 정신과 영수증,정신,이야기장수,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194184172/L4801194184172.jpg,
40세 정신과 영수증,정신,이야기장수,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194184189/L4801194184189.jpg,
공허의 시대,조남호,웅진지식하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480D250975210/L480D250975210.jpg,
달러 자산 1억으로 평생 월급 완성하라,채부심(채상욱),몽스북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801199229977/L4801199229977.jpg,
소매틱 IFS 워크북,Susan McConnell,시그마프레스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801162265179/L4801162265179.jpg,
야망은 큰데 게으른 사람을 위한 책,노아영,북스고,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801167601088/L4801167601088.jpg,
AI 에이전트 생태계,조쉬(이주환),로드북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193229348/L4801193229348.jpg,
삼체 0 : 구상섬전,류츠신,다산책방,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801130669459/L4801130669459.jpg,
생존을 위한 최소한의 지리,최준영,교보문고,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480N250875610/L480N250875610.jpg,
해충 3대 비극,이승아,이루리북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193545721/L4801193545721.jpg,
ETF 투자의 모든 것,문일호,매일경제신문사,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801164847984/L4801164847984.jpg,
"AGI, 천사인가 악마인가",김대식,동아시아,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808962626667/L4808962626667.jpg,
K뷰티 트렌드,김난도,미래의창,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193638782/L4801193638782.jpg,
긱 웨이,앤드루 맥아피,청림출판,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808935214839/L4808935214839.jpg,
도둑맞은 자부심,앨리 러셀 혹실드,어크로스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480N250823710/L480N250823710.jpg,
렛뎀 이론,멜 로빈스,비즈니스북스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801162544328/L4801162544328.jpg,
키메라의 땅 1,베르나르 베르베르,열린책들,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808932925349/L4808932925349.jpg,
키메라의 땅 2,베르나르 베르베르,열린책들,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808932925356/L4808932925356.jpg,
킹 달러,폴 블루스타인,인플루엔셜,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801168343048/L4801168343048.jpg,
나는 다시 나를 설계하기로 했다,마르틴 베를레,메이븐,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801199092908/L4801199092908.jpg,
잘 벌고 잘 쓰고 잘 살고 싶어서 돈 공부를 시작했다,래빗해빛(김아름),토네이도,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801158513260/L4801158513260.jpg,
살인자의 쇼핑몰 3,강지영,자음과모음,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808954473026/L4808954473026.jpg,
새로운 질서,헨리 키신저,윌북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801155818443/L4801155818443.jpg,
이게 되네? 제미나이 노트북LM 미친 활용법 51제,오힘찬,골든래빗(주),마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801194383353/L4801194383353.jpg,
"이세돌, 인생의 수읽기",이세돌,웅진지식하우스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4808901296883/L4808901296883.jpg,
다정한 사람이 이긴다,이해인,필름(Feelm),마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193262659/L4801193262659.jpg,
슬픔의 틈새,이금이 저자,사계절,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/480N250822050/L480N250822050.jpg,
월요일 수요일 토요일,페트라 펠리니,북파머스,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801193937823/L4801193937823.jpg,
돌비공포라디오 더 레드,돌비,아르테(arte),마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801173573911/L4801173573911.jpg,
여자에 관하여,수전 손택,윌북,마포구 전자도서관,Kyobo_New,교보문고,https://ebook.mapo.go.kr/upload/20874/content/ebook/4801155818429/L4801155818429.jpg,
