title,author,publisher,library,platform,provider,image_url,isbn
굿 에너지,케이시 민스,한국경제신문,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4808947501545/L4808947501545.jpg,
네이티브처럼 자연스럽고 정확한 말하기를 위한 리닛 쌤의 영어 교정 수업,리닛 알네자,동양북스,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801172100989/L4801172100989.jpg,
드디어 만나는 북유럽 동화,페테르 크리스텐 아스비에른센,현대지성,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801139721912/L4801139721912.jpg,
"브랜드, 결국 이야기다",김콜베,위즈덤하우스,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801171714064/L4801171714064.jpg,
인생 영어 표현,남궁의용,Pub365,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801194543085/L4801194543085.jpg,
외우지 않는 공부법,손의찬(메디소드),빅피시,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801194033746/L4801194033746.jpg,
커서AI 트렌드&활용백과,서승완,스마트북스,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801193674209/L4801193674209.jpg,
또 다른 나를 마주할 결심,스즈키 유스케,밀리언서재,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801191777940/L4801191777940.jpg,
마흔 고비에 꼭 만나야 할 장자,이길환,이든서재,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/480D250314000/L480D250314000.jpg,
야구X수학,류선규,페이스메이커,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801170436301/L4801170436301.jpg,
정관스님 나의 음식,정관스님,윌북,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801155818016/L4801155818016.jpg,
"호떡과 초콜릿, 경성에 오다",박현수,한겨레출판사,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801172132331/L4801172132331.jpg,
"AI 시대, 불안한 오늘을 살아가는 너에게",이라야,미디어숲,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801158742516/L4801158742516.jpg,
"잠시 쉬어 가세요, 런던의 심리상담실",인이이,이든서재,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801198934681/L4801198934681.jpg,
모든 걸음에는 이유가 있다,김아영,북플레저,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801193937564/L4801193937564.jpg,
백만장자로 가는 부의 설계,브리짓 힐튼,지니의서재,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/4801194620021/L4801194620021.jpg,
어서 와 송사리 하우스,기타하라 리에,소담출판사,강북문화정보도서관,Kyobo_New,교보문고,https://ebook.gblib.or.kr/upload/20331/content/ebook/480D250429810/L480D250429810.jpg,
